class,cap-shape,cap-surface,cap-color,stem-root,stem-surface,stem-color,habitat,season,cap-diameter,stem-height,stem-width
e,x,d,e,,,o,g,w,2.53,3.21,5.68
e,x,t,o,,,n,d,a,4.29,4.36,10.7
p,f,t,n,,i,n,m,u,3.21,5.22,3.83
p,x,y,y,r,,o,d,u,12.57,14.61,23.46
p,x,,o,,,o,g,a,0.73,4.18,1.02
p,x,g,e,,,w,d,a,2.25,5.92,2.3
p,s,d,e,,,n,d,u,6.63,5.0,8.91
p,x,i,y,,i,n,d,u,8.41,7.88,8.35
p,x,g,w,,,n,d,a,1.07,3.16,1.57
p,s,d,e,,,n,d,a,6.01,6.34,8.7
p,s,t,n,,,n,h,u,12.08,7.65,19.29
p,x,g,o,,,n,d,a,13.37,4.55,28.74
p,x,e,y,,,u,d,a,10.12,8.14,27.68
e,f,y,y,b,,n,d,w,6.97,7.13,26.84
p,x,e,e,,,n,d,a,4.76,7.84,9.27
e,x,h,n,,s,w,d,a,3.58,5.75,6.1
e,f,s,u,,,w,d,a,7.58,4.24,15.42
e,x,d,o,s,y,w,d,u,17.59,14.76,34.25
p,x,t,n,,,w,d,a,10.93,10.06,27.04
e,f,h,n,,i,o,d,a,6.91,8.99,12.61
e,x,e,y,,,w,d,u,9.06,7.62,20.21
p,s,k,n,,k,n,d,u,4.48,3.88,6.47
p,b,s,y,,,y,d,w,4.97,8.41,8.1
p,b,g,n,,,n,m,s,2.01,6.24,2.78
p,b,h,n,,t,n,h,s,1.25,4.79,1.29
e,p,,n,,,n,d,s,5.81,5.88,21.78
p,x,g,y,,,w,d,u,0.57,3.54,0.72
p,s,,u,,,y,d,a,4.42,4.41,7.26
p,s,t,g,,,n,d,u,11.87,5.62,27.75
p,x,t,k,,,r,d,u,8.68,3.88,18.99
p,x,t,k,,,g,l,u,11.29,5.48,27.63
e,f,s,y,,,n,d,u,11.91,7.93,27.08
e,o,,g,,,n,l,s,5.34,4.03,17.21
e,f,y,w,s,,n,d,a,16.99,24.61,17.65
p,x,s,y,,,y,d,s,3.83,7.54,8.53
p,s,t,p,,,p,d,a,8.25,8.98,14.95
p,x,t,n,,,w,d,a,9.76,11.92,30.61
p,s,w,n,,,n,d,a,2.48,3.03,5.07
p,x,y,w,s,,w,d,u,8.59,8.24,13.69
p,x,s,n,,y,n,d,w,5.93,5.06,6.33
p,x,g,y,,,w,d,u,0.73,3.5,0.7
p,x,t,e,b,,w,d,a,8.03,5.67,16.93
e,x,s,y,,i,n,d,a,10.64,10.27,15.5
p,x,y,y,r,,o,d,a,10.26,15.29,25.24
e,x,y,n,,y,n,d,a,6.63,4.42,10.45
e,x,,y,,,w,d,a,6.87,6.54,16.25
e,x,h,n,,,n,d,a,11.97,8.77,23.2
p,x,w,p,,,p,d,w,7.76,4.42,10.32
e,x,e,n,s,,w,l,w,14.95,8.93,26.31
p,x,e,y,,,e,d,a,10.84,8.81,28.02
e,p,,n,,,n,d,s,6.03,5.99,22.13
p,x,g,o,,,n,d,w,17.75,4.31,41.54
e,x,h,n,,s,w,d,a,4.16,6.61,6.92
p,f,s,o,,,o,m,a,2.03,2.63,5.19
p,s,w,o,,,n,d,a,2.52,3.63,6.15
p,c,i,y,,,w,d,a,5.07,6.82,7.81
e,s,w,y,,,y,d,a,5.17,4.03,12.22
p,f,t,y,,,y,g,a,2.34,8.29,3.54
e,x,y,n,,y,n,d,u,7.29,7.11,10.89
e,f,t,n,,t,w,d,w,4.1,5.8,6.63
p,x,y,y,,y,y,h,a,3.29,5.67,3.45
e,f,t,n,,t,n,d,a,7.88,8.65,12.02
p,b,y,n,s,s,w,d,u,3.48,6.26,4.35
e,f,y,w,,,w,m,u,5.96,4.43,12.48
p,x,g,p,,h,k,d,s,0.65,3.99,0.96
p,s,d,w,,h,w,g,a,3.49,3.95,2.82
p,f,d,y,,t,y,g,a,3.08,5.03,5.98
e,o,,g,,,n,d,s,4.5,5.95,21.56
e,p,t,n,,,n,d,u,18.03,17.77,71.66
e,b,g,w,,,w,d,a,1.16,2.64,1.3
p,x,g,n,,y,w,d,u,7.83,7.92,16.02
p,c,e,w,,,w,g,u,6.16,6.62,13.19
p,x,e,n,,,e,d,a,11.8,6.75,27.46
p,x,s,y,,,y,d,a,4.5,6.88,6.09
p,p,g,n,,y,w,d,u,6.32,6.7,10.75
p,x,,n,,s,n,g,u,1.43,5.07,2.3
e,f,,n,b,,w,d,a,9.88,12.29,20.46
e,x,h,n,,,n,d,a,10.66,8.47,22.25
e,s,l,w,,,w,g,a,6.87,3.44,8.15
e,c,g,e,,,n,h,u,1.23,5.83,1.02
p,f,,y,,i,y,d,a,6.4,6.24,14.91
e,s,,w,,,w,d,a,12.17,6.19,24.31
e,f,y,g,,,w,d,a,5.42,4.75,9.27
p,f,k,n,,k,n,d,u,5.9,3.17,6.25
p,b,s,g,,s,w,g,a,6.66,7.0,11.42
p,f,,w,,,n,d,u,3.14,8.68,4.66
e,b,y,n,,,w,d,s,2.47,6.61,3.03
e,f,,g,,,w,d,w,9.95,2.59,15.41
p,f,,u,,,y,d,u,2.95,4.75,7.12
p,o,l,g,f,f,f,d,w,2.54,0.0,0.0
p,b,t,y,,,n,g,u,0.7,3.5,2.36
e,c,h,n,,s,n,d,u,5.1,12.28,12.55
p,x,y,y,,y,y,h,u,3.63,6.24,3.6
e,f,y,y,b,,n,d,w,10.52,7.35,26.45
e,x,y,n,,y,n,d,a,7.49,6.27,11.12
p,b,,g,,,n,g,u,2.99,9.75,2.51
e,x,,w,b,,n,d,a,5.35,8.61,11.35
e,s,,y,,,y,d,a,2.98,6.06,6.7
e,x,l,w,,,w,d,u,7.06,3.6,10.21
p,b,s,n,,s,w,d,w,7.37,10.81,12.89
p,p,g,n,,y,w,d,a,7.38,8.33,12.98
p,b,y,e,,k,w,m,u,3.32,4.18,3.32
e,f,s,n,,s,n,l,a,7.08,7.89,12.54
p,x,d,o,r,,y,d,a,9.73,10.5,20.2
e,x,e,y,,,w,d,u,9.98,7.69,21.17
e,o,,g,,,n,d,s,4.44,5.62,19.49
e,s,s,n,,,w,d,a,15.57,7.17,23.91
p,x,g,y,,,w,d,u,0.64,3.55,0.71
e,b,g,w,,,y,g,u,2.83,4.14,3.07
e,x,,n,,y,w,d,a,9.7,14.02,27.16
e,x,h,n,,y,n,d,u,5.9,5.87,6.02
p,x,h,g,,i,n,d,u,11.33,5.81,16.37
p,f,d,b,b,i,n,d,a,3.26,4.79,3.36
p,x,,g,b,,n,l,a,5.76,6.23,9.77
e,x,,n,b,,w,d,u,10.87,10.09,18.12
p,s,d,n,,,n,d,u,7.25,6.27,9.83
e,x,s,n,,,n,d,a,11.45,8.2,25.38
p,b,s,y,,,y,d,u,4.7,8.45,7.27
p,f,,y,,i,y,d,a,5.78,6.16,15.47
p,o,l,g,f,f,f,d,w,3.17,0.0,0.0
p,x,,y,,i,y,d,a,6.45,6.55,13.58
p,x,,n,c,,n,d,u,8.2,8.03,26.74
p,x,,w,r,i,w,h,a,9.5,9.67,10.64
e,f,d,o,,,w,g,w,4.43,5.44,12.48
p,x,i,k,,,w,g,u,1.8,4.44,2.49
p,x,y,y,,y,n,d,a,9.84,12.73,12.74
e,c,,n,,,n,l,s,5.25,5.1,21.12
p,f,y,e,,y,y,d,a,9.67,8.21,21.3
e,f,,n,b,,w,d,u,10.18,13.18,18.83
p,s,,o,,,w,d,u,8.16,4.66,11.26
p,f,k,w,,,w,d,u,16.56,6.01,27.42
p,f,d,e,,,n,d,w,14.18,2.95,34.0
p,o,l,g,f,f,f,d,w,3.25,0.0,0.0
e,x,h,n,,s,n,d,u,5.87,5.94,6.01
e,x,t,y,,,w,d,u,6.08,6.49,15.13
p,b,s,e,,,y,g,a,5.42,5.95,6.08
p,o,,w,,g,w,d,a,4.02,5.51,32.62
p,p,,n,c,,n,d,u,10.57,9.75,28.78
e,c,h,n,,s,w,d,u,6.48,13.59,12.73
p,x,y,o,r,,y,d,w,9.71,12.69,24.67
p,p,g,n,,y,w,d,a,6.15,7.16,13.02
p,x,i,n,s,,n,d,a,8.95,11.52,17.83
p,s,w,o,,,n,d,a,2.91,3.5,6.35
p,b,s,y,,,y,d,w,3.7,8.75,7.5
p,s,d,e,,,n,d,a,6.72,7.14,10.36
e,x,,g,,y,w,d,u,9.15,13.4,27.13
p,x,g,e,,,n,d,a,2.69,7.34,2.6
e,f,g,n,,s,n,d,w,4.53,5.14,3.41
e,x,s,b,,,w,g,a,6.15,5.29,11.24
p,f,w,n,r,g,n,d,u,7.68,13.01,8.03
p,x,y,y,,y,n,g,u,3.6,5.57,3.54
p,x,,g,s,,u,d,a,8.66,9.34,19.33
p,s,,n,,,n,d,a,4.85,5.45,4.61
p,x,,n,,s,n,g,a,1.4,4.5,2.45
p,x,h,o,s,y,w,d,u,15.84,18.54,18.47
e,x,d,n,,,y,d,a,6.8,7.84,15.36
p,x,,e,,,y,d,a,4.75,3.2,12.6
p,x,s,y,,i,n,d,u,10.73,5.93,18.0
e,x,h,n,,s,n,g,u,7.38,7.47,12.55
e,s,,n,,s,w,d,u,5.92,5.1,8.09
e,x,s,n,,i,n,d,w,9.5,8.44,10.32
p,x,e,n,,,e,d,a,11.37,10.58,30.49
p,b,g,n,,,n,d,u,1.95,6.28,2.54
p,x,h,g,,i,n,d,u,12.3,8.63,17.72
p,f,d,n,,,e,d,a,5.94,4.64,8.13
p,x,h,r,,y,n,g,a,5.24,5.95,8.15
p,f,,u,,,y,d,a,3.55,3.89,6.93
e,x,y,w,,,w,g,a,5.23,5.31,12.46
p,x,t,n,,,n,h,u,9.15,5.96,15.5
e,x,,w,,,w,d,u,5.51,6.54,4.18
p,f,y,o,,,o,h,a,1.84,2.48,4.77
e,x,y,n,,y,n,d,u,7.45,5.76,10.51
p,x,i,e,,,e,d,a,3.41,4.01,4.37
e,f,s,n,,i,n,d,w,9.35,7.85,14.56
e,f,y,n,s,,n,m,a,17.64,26.55,19.23
p,x,g,n,,,w,d,u,2.47,6.58,2.29
e,x,w,n,,,w,d,w,1.62,5.29,2.64
e,b,g,w,,,y,g,u,3.72,5.44,3.79
p,x,,n,c,,n,d,u,10.75,9.77,31.02
p,s,s,w,,,w,g,u,2.41,2.27,6.25
p,x,e,n,,,e,d,a,10.84,6.6,25.25
p,b,y,n,s,s,w,d,a,3.08,5.38,4.35
e,x,s,b,,s,n,l,a,5.7,6.33,9.33
p,s,s,g,,,w,g,a,2.77,2.94,7.75
e,x,d,e,,,e,m,w,4.2,5.48,7.17
p,x,e,n,c,,y,d,u,14.63,8.99,33.44
p,x,y,w,s,,w,g,u,7.19,8.22,14.38
p,s,,e,,,n,d,u,5.5,6.59,5.94
p,x,g,e,,h,k,d,w,0.75,3.77,1.05
p,c,t,n,,,y,g,a,1.48,5.77,2.36
e,x,t,n,,,n,d,a,6.0,6.82,17.12
e,c,g,n,,,g,l,a,1.4,4.91,1.19
e,x,s,p,,,o,g,u,4.38,5.8,7.63
p,x,i,n,,i,n,d,u,6.62,7.27,7.1
e,b,g,g,,,w,d,u,0.57,2.34,1.24
p,x,y,n,,y,n,h,u,3.76,6.03,3.41
e,f,y,n,,,w,d,u,5.98,3.91,7.65
p,f,t,n,,i,n,d,a,4.3,5.75,4.05
e,x,h,n,,,n,d,a,11.2,8.44,22.98
e,s,t,w,,,w,d,w,12.74,7.05,21.69
p,f,t,n,,i,n,d,a,3.94,6.29,4.57
p,x,i,y,,i,n,g,a,5.84,6.75,7.08
e,x,,b,,,w,d,u,2.25,5.0,4.03
p,s,s,w,,,w,g,u,2.81,2.78,6.98
e,s,,l,,,u,l,w,11.01,7.4,18.72
e,x,h,n,,s,n,d,s,5.71,6.29,6.14
p,x,g,o,s,y,w,d,u,15.52,16.95,17.44
p,s,d,y,,,o,h,a,5.35,3.52,6.13
e,x,y,n,,,w,g,u,14.15,9.5,16.85
p,x,i,n,,i,n,g,u,8.03,7.81,7.94
p,x,t,y,,g,o,g,u,4.29,5.76,6.94
e,f,s,w,,,w,g,w,3.56,3.33,5.78
e,s,,n,,,y,d,a,3.35,6.12,7.11
e,x,s,n,,i,n,d,u,10.04,7.4,12.85
p,x,,o,,,y,g,u,0.92,5.3,1.06
p,f,d,n,,i,y,d,a,6.79,6.0,6.59
e,x,h,n,,s,n,g,u,6.44,4.91,10.76
p,f,y,o,,,y,h,a,1.66,2.7,5.51
e,f,,p,,s,w,d,u,7.06,7.35,20.14
p,x,y,n,,y,n,g,u,2.91,4.76,3.41
e,x,h,n,,t,g,d,u,6.02,6.61,5.58
p,s,d,y,,,o,d,u,5.33,3.31,6.44
p,c,k,y,,,w,g,u,4.58,7.52,12.77
p,s,,y,,,w,d,a,9.49,5.68,11.97
e,x,y,n,,y,n,d,a,6.07,5.51,9.48
p,b,s,n,,s,w,g,s,5.97,12.22,13.39
e,x,,b,,,w,d,w,2.59,5.26,4.03
p,x,y,n,,y,y,d,a,11.09,12.48,13.87
p,x,,n,c,,n,d,u,8.49,9.7,28.4
e,x,,w,b,,w,d,a,4.39,7.89,8.82
e,o,l,n,,,n,d,w,5.31,7.66,68.48
p,x,t,o,,g,o,g,a,4.71,6.46,8.17
e,x,t,n,,,n,d,a,9.56,7.17,17.72
e,f,e,b,,,w,d,a,9.57,4.81,19.81
e,x,,g,,y,w,d,u,6.63,11.09,22.92
e,x,,n,b,,w,d,u,4.21,7.99,8.33
p,x,,n,,s,n,g,a,1.44,5.09,2.62
e,f,g,n,,,n,d,u,1.53,6.05,1.09
p,x,e,n,c,,y,d,u,13.55,8.02,25.61
p,x,s,r,r,y,w,d,u,4.96,4.65,12.7
p,f,,g,b,,n,l,w,5.21,5.36,9.74
e,f,s,w,,,w,g,a,5.91,5.29,12.17
p,f,s,w,,,w,g,u,3.38,3.43,8.54
e,s,l,w,,,w,g,u,5.42,3.37,9.29
p,x,,g,s,,u,d,a,7.52,8.81,19.29
e,p,,n,,,g,g,a,8.38,7.5,14.93
p,x,g,o,,,y,d,u,0.75,3.51,0.65
e,x,d,n,,,y,d,u,8.75,7.79,16.3
p,b,t,l,,y,n,g,u,4.52,6.53,8.13
e,x,t,n,,,n,d,u,14.5,14.06,60.33
e,p,g,g,,,w,d,w,0.85,3.04,1.34
e,f,s,w,,,w,g,a,7.22,5.68,12.57
p,b,,n,,s,n,d,a,1.37,5.3,2.0
e,f,s,y,,i,n,d,u,13.02,9.07,16.96
p,f,s,k,,,n,d,a,14.01,5.85,48.84
p,s,t,p,,,p,d,a,9.02,7.18,13.87
p,x,i,l,,,w,g,a,2.32,4.66,2.72
p,b,k,n,,i,y,d,a,6.41,5.77,6.85
p,x,,n,b,,n,d,w,6.28,5.78,10.81
p,s,t,y,,,y,d,a,6.1,4.65,14.16
p,p,t,n,,t,y,m,a,1.67,6.11,2.42
p,x,e,n,,,e,d,a,9.44,7.56,26.86
e,o,,n,,,n,d,u,7.52,4.07,21.83
e,x,h,n,,s,w,d,a,3.44,5.31,5.87
e,b,g,n,,,y,g,a,4.11,4.87,3.32
p,x,h,n,c,,y,d,a,11.06,8.1,28.2
p,f,t,p,,t,r,d,u,2.95,5.04,5.33
e,s,s,w,,,w,d,u,17.4,7.42,20.31
p,x,t,k,,,r,l,u,18.69,6.06,28.21
e,x,w,y,,,y,d,u,6.72,4.96,13.12
e,x,w,y,,,y,d,u,7.75,3.84,13.63
p,f,t,r,,t,r,d,u,2.74,5.5,6.87
e,b,g,n,,,y,g,a,3.67,4.28,2.5
e,x,y,e,b,,n,d,a,10.66,6.27,22.08
p,f,s,o,,,y,m,a,2.16,3.15,5.91
e,x,h,n,,,n,d,a,9.09,8.14,17.76
p,x,t,n,,,w,d,a,12.6,13.24,37.69
e,f,y,w,,,w,g,a,3.84,4.06,10.65
p,f,i,k,,,w,g,u,1.85,4.06,2.52
p,o,,e,,g,n,d,s,7.35,4.01,25.32
p,o,t,n,f,f,f,d,a,4.61,0.0,0.0
p,f,w,n,r,g,n,d,a,7.5,12.2,6.94
e,f,s,w,,s,w,u,u,6.32,11.84,11.17
e,x,,w,b,,w,d,u,4.69,7.62,9.08
p,c,t,y,,,y,g,a,2.01,7.54,2.72
p,f,d,n,,,n,d,u,8.46,6.28,10.46
p,p,y,g,,s,w,g,u,5.08,9.75,11.77
e,x,y,n,,y,n,d,a,6.95,5.72,9.51
p,x,g,w,,,n,d,a,1.03,3.65,1.7
e,x,d,p,,,o,g,w,4.09,4.53,6.44
e,x,t,n,,s,w,d,a,6.21,12.34,12.86
e,x,t,o,,,e,d,u,3.82,5.05,10.22
e,b,y,n,,,w,d,u,2.79,5.88,3.08
p,f,s,n,,,n,d,a,20.43,6.68,45.62
e,x,e,y,,,w,d,a,7.88,7.31,21.51
e,s,,n,b,,u,g,w,8.25,7.96,20.46
p,s,d,n,,,e,d,u,6.48,5.15,7.32
e,f,y,w,,,w,m,a,5.63,4.49,11.62
p,f,k,w,,,w,d,u,18.54,6.67,26.37
p,f,t,e,r,g,n,d,a,7.73,15.16,7.79
e,f,,n,b,,w,d,u,7.42,8.41,15.31
e,x,t,n,,t,y,g,a,1.27,6.03,1.55
p,b,t,n,,,n,g,u,0.91,3.03,2.29
p,x,,n,b,,n,d,a,7.14,6.24,10.95
p,s,d,n,,,n,d,a,9.11,7.11,11.31
p,p,t,n,,t,y,m,u,2.28,6.66,2.7
e,s,,w,,,w,d,u,11.85,6.34,25.79
p,x,k,n,,,n,g,u,4.12,4.3,3.26
p,x,g,n,,s,n,d,a,1.72,2.31,2.58
p,f,,b,,,w,d,u,5.72,4.74,6.37
p,x,k,n,c,,y,d,u,13.73,9.08,27.49
p,f,w,u,,s,u,d,u,3.48,6.51,5.44
p,x,s,g,r,i,w,d,a,5.49,5.86,13.85
p,b,g,o,,,n,g,s,1.84,6.09,2.85
e,f,,u,,,u,d,w,6.92,6.51,18.55
p,x,g,n,,y,w,d,u,7.17,7.4,15.23
e,c,g,n,,,g,d,a,1.77,5.42,1.64
p,x,s,w,,,w,g,a,3.46,3.3,8.46
p,f,,o,,,o,g,u,0.61,5.3,1.02
e,x,w,y,,,y,d,a,7.4,2.87,11.6
e,o,,n,,,n,l,s,5.38,4.3,17.94
e,x,t,n,,t,w,d,a,6.18,7.34,5.77
p,f,w,u,,s,u,d,a,3.13,5.76,5.08
e,x,t,n,,s,n,d,a,9.69,7.66,12.99
e,f,s,w,,,w,g,a,2.81,3.99,5.46
p,o,k,n,,,n,d,s,1.53,3.9,1.72
e,s,s,k,,,w,d,a,19.64,7.97,28.53
e,x,d,w,,,w,d,s,9.29,7.93,31.43
p,f,w,o,,,n,d,a,2.85,3.96,6.6
e,x,h,n,,s,n,h,a,9.14,6.46,12.74
e,x,,w,,,l,d,u,4.65,5.87,7.55
e,x,s,w,,,w,g,w,4.35,4.27,7.01
p,x,g,p,,h,k,d,w,0.81,3.78,0.96
p,x,t,n,,,w,d,a,2.78,4.96,6.38
p,f,t,y,,,y,d,a,6.76,5.45,13.47
e,f,,n,b,,w,d,a,8.08,9.29,11.42
e,x,s,o,,,e,d,u,4.11,5.3,10.76
p,x,g,y,,s,n,d,a,1.52,2.16,2.67
e,f,y,w,s,,n,d,u,15.0,24.46,20.15
p,f,t,y,,,y,d,a,6.46,4.81,12.31
p,x,g,n,,y,w,d,u,7.29,7.27,14.35
p,x,,e,,,y,d,a,4.61,3.36,11.67
p,o,t,o,,,y,d,w,6.72,1.48,13.3
p,c,e,y,,,w,g,u,5.97,4.55,12.13
p,f,,w,,,p,l,a,2.84,6.67,3.34
p,x,t,o,,y,n,d,w,3.43,3.75,5.34
e,x,h,g,,t,w,d,u,5.29,5.63,4.87
p,o,,w,,g,w,p,u,4.48,5.27,31.82
p,o,e,n,,,n,d,a,7.25,1.28,13.38
p,f,h,y,,,y,g,u,1.81,7.42,2.78
p,x,g,w,,,e,d,u,1.1,3.06,1.65
p,x,i,y,,i,n,d,a,7.64,7.62,8.7
e,x,s,w,,,w,d,s,6.92,7.23,32.39
p,x,i,n,s,,n,d,a,9.23,11.25,14.44
p,s,w,n,,,n,d,a,2.96,2.87,5.5
e,c,g,e,,,n,d,u,0.77,5.31,0.88
p,x,,n,c,,n,d,a,12.43,12.78,34.36
e,p,d,o,s,y,w,d,a,15.08,16.15,33.36
e,f,e,b,,,w,d,a,8.22,5.51,21.73
p,b,h,n,,t,n,g,a,1.44,4.71,1.55
p,x,h,g,,i,n,d,a,14.2,7.59,16.98
e,x,,y,b,,y,d,u,4.69,5.87,11.46
p,b,w,u,,s,u,d,a,3.08,6.18,5.31
e,x,h,n,,s,n,g,a,7.31,4.6,11.83
p,x,g,y,,,w,d,u,0.69,3.21,0.52
p,x,,g,s,,n,d,a,7.41,9.23,20.59
e,p,s,w,s,,w,m,u,10.96,8.87,16.35
p,f,s,n,,k,k,d,u,14.34,5.39,29.41
p,x,,w,,,n,d,a,3.47,7.57,3.45
e,c,,n,,,n,d,s,7.04,6.98,22.92
p,s,k,n,,k,n,d,u,6.42,4.23,6.63
p,f,,n,,,p,d,a,3.16,7.4,3.93
p,x,d,w,,h,w,g,a,3.53,3.98,2.67
e,s,t,w,,,w,d,a,10.04,6.58,17.22
e,x,d,n,,,y,d,a,9.97,8.45,17.02
e,x,,e,,s,w,d,a,6.23,5.68,12.88
e,f,w,n,,,w,g,u,1.58,5.12,2.57
p,p,,n,c,,n,d,u,8.21,8.35,27.47
p,s,,e,,,n,d,a,5.17,5.38,5.28
p,b,,n,,s,n,d,u,2.22,5.43,1.85
p,x,t,n,,,w,d,a,9.6,10.57,34.69
p,x,k,n,,,n,d,a,1.79,3.76,1.58
e,o,y,y,,k,n,d,s,47.6,6.65,39.76
p,x,g,y,,,w,d,u,0.7,3.33,0.71
p,x,e,y,,,e,d,a,9.82,8.56,23.88
e,x,e,l,,,w,d,a,11.4,7.93,24.71
e,f,s,w,,s,w,g,a,8.65,16.13,12.44
e,x,,n,,y,w,d,u,7.78,10.88,24.15
p,b,t,n,,i,n,d,u,3.99,5.79,4.4
e,s,e,n,s,,w,l,a,15.9,8.69,24.73
e,x,,y,,,g,d,a,6.76,6.4,16.22
e,s,,n,,s,w,d,a,6.3,4.97,7.68
p,x,y,w,s,,w,g,u,7.4,6.79,12.56
p,c,i,y,,,w,d,u,7.39,6.77,8.23
p,x,h,g,,i,n,d,a,14.76,8.01,18.76
e,x,y,n,,y,n,d,u,7.37,5.58,9.85
p,x,h,o,,y,n,d,a,4.77,5.63,6.62
p,f,d,b,b,s,n,l,a,4.0,4.6,3.02
p,b,t,r,,t,y,m,a,3.21,5.64,7.25
e,s,s,k,,,w,d,w,22.3,8.51,26.82
p,f,d,n,b,s,n,l,u,3.4,4.05,3.04
p,o,s,w,f,f,f,d,a,3.46,0.0,0.0
e,x,g,y,,t,y,d,u,1.53,5.93,1.9
p,f,d,n,,i,n,d,u,6.37,6.62,6.83
p,o,,g,,g,g,d,a,2.96,4.03,14.76
p,s,t,y,,,y,d,a,7.05,5.89,17.99
p,b,t,y,,,n,m,a,0.98,3.2,2.46
p,x,g,y,,s,n,d,a,1.32,1.22,2.33
p,x,k,w,,,n,g,a,4.84,4.47,3.76
p,x,s,y,,,y,d,s,4.53,9.05,8.83
e,s,,y,,,w,d,a,5.06,5.29,13.1
e,b,y,n,,,w,d,s,2.84,6.41,2.87
e,x,y,n,,,w,d,u,5.58,4.31,6.93
p,x,h,n,r,g,n,d,a,6.1,11.07,6.98
e,p,t,n,,,n,d,a,20.19,14.08,58.79
e,p,g,g,,,w,d,u,1.05,3.67,1.79
p,x,g,n,,s,n,d,a,1.4,1.85,2.45
p,f,,y,,,w,d,a,7.21,7.04,12.41
p,s,d,y,,,o,d,u,4.69,3.25,6.73
p,o,e,o,,,y,d,w,5.16,1.4,13.0
e,s,s,n,,,w,d,w,18.22,7.71,23.39
p,o,,g,,g,n,d,u,3.22,3.78,15.52
e,x,,y,b,,w,d,u,8.2,6.26,13.52
p,x,e,n,,,e,d,u,12.19,10.41,31.88
e,s,,n,,,n,d,u,7.82,3.85,20.75
e,x,t,y,,,y,d,a,8.45,8.76,16.24
p,f,,u,,,y,d,u,4.42,4.66,8.08
p,c,e,w,,,w,g,u,5.72,6.69,11.97
e,f,,w,,,w,d,w,13.28,2.54,16.1
p,f,g,e,s,y,w,d,a,12.13,16.66,16.62
p,x,,e,,,w,d,u,3.46,5.98,8.09
p,x,i,y,,i,n,g,a,7.42,7.09,7.42
e,o,l,n,,,n,d,w,4.1,5.43,37.8
e,f,s,r,,,p,d,u,10.0,6.74,19.6
p,f,,n,,,n,d,a,3.94,8.21,4.13
p,s,,u,,,y,d,u,4.25,4.39,7.92
p,f,,n,,,n,d,u,3.29,7.64,3.82
p,x,k,n,,,n,d,a,1.29,3.82,1.52
e,x,s,w,,,w,g,w,3.38,3.8,5.69
e,x,,p,,s,w,d,a,6.08,5.09,14.02
e,x,t,n,,,n,d,u,20.79,19.35,82.8
p,s,w,u,,s,u,l,a,2.58,4.99,5.61
p,x,,n,,s,n,g,u,1.61,5.13,2.34
e,x,l,w,,,w,d,a,5.36,3.48,8.68
p,x,y,y,,y,y,d,u,6.44,8.57,8.83
p,b,,g,,s,n,d,u,2.39,5.06,2.1
e,s,e,n,s,,w,d,a,9.77,8.36,26.48
e,x,,e,,s,w,d,u,7.95,6.24,15.48
e,f,e,b,,,w,d,a,9.69,5.16,20.97
e,x,y,n,,y,w,l,a,9.46,9.15,17.53
p,x,e,n,c,,y,d,a,11.03,8.22,27.96
e,x,,y,,,w,d,u,4.61,3.93,9.51
p,o,e,n,,,n,d,a,7.57,1.4,14.52
e,x,h,n,,,n,d,u,8.34,7.24,16.91
p,o,e,r,,,n,d,a,7.48,1.59,14.62
p,x,t,n,,,w,d,a,3.48,4.91,6.4
e,f,h,g,,s,g,d,u,6.24,5.68,10.08
p,b,s,y,,,y,d,a,3.39,7.99,7.79
e,x,y,n,,,w,d,u,16.44,9.71,18.54
e,x,k,n,,,n,d,a,2.73,4.22,9.1
e,f,y,w,,s,w,u,s,10.02,20.41,12.72
p,x,k,n,,,n,d,s,1.4,3.95,1.63
p,s,k,n,,k,n,d,u,5.42,3.76,5.14
e,x,h,n,,t,g,d,u,5.48,6.44,5.15
p,s,d,e,,,n,d,a,7.4,8.4,9.66
p,x,t,n,,y,n,d,a,7.56,5.89,8.41
p,c,i,y,,,w,d,a,5.32,6.2,6.81
p,x,i,y,,i,n,d,u,6.24,6.92,7.61
p,x,g,n,,s,k,d,a,0.86,4.27,1.09
p,b,y,w,,,w,d,a,7.49,15.92,17.16
e,s,,w,,,w,d,a,12.5,6.93,28.65
e,x,d,n,s,y,w,d,a,19.62,14.49,33.71
e,x,w,n,,,n,d,a,20.41,14.4,67.83
e,x,t,n,,t,y,h,u,1.59,5.31,1.45
e,b,g,w,,,w,d,a,1.02,3.14,1.57
e,s,,y,,,y,d,a,3.47,6.48,7.34
p,f,d,n,b,s,n,d,a,2.35,3.54,2.52
e,p,y,n,,y,w,d,a,10.23,8.99,17.75
e,f,,w,,,w,d,w,10.85,2.37,14.57
p,x,,y,,i,y,d,a,6.3,5.96,11.91
p,x,h,e,r,g,n,d,u,8.22,17.82,9.21
p,x,y,w,s,,w,d,a,7.05,7.59,12.33
e,s,,w,,,w,d,u,10.49,4.62,22.15
e,x,,w,b,,w,d,a,6.77,6.01,12.23
p,x,,g,b,,n,d,w,6.42,6.06,11.45
e,p,s,n,s,,w,m,u,14.31,9.13,17.86
e,f,,l,,,b,l,a,10.96,7.23,19.15
e,c,g,n,,,n,d,a,1.19,5.52,0.9
e,b,h,k,,s,g,d,a,5.21,4.36,8.97
p,s,s,w,,,w,g,a,3.19,3.74,8.62
e,x,s,w,,,w,d,u,9.04,8.91,31.17
p,f,,y,,i,y,d,a,5.02,5.89,11.83
